gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,gate_mode,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx950,256,4096,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,128,0,2538.3365,mxfp4_moe_g1_a4w4_NE384_H7168_E512_BM128,0.0%,3595.9661,mxfp4_moe_g2_a4w4_NE384_H7168_E512_TOPK6_BM128_NONATOMIC,0.0%,6134.3026,0,0,0,88.22,703.57,
gfx950,256,8192,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,128,0,2698.8095,mxfp4_moe_g1_a4w4_NE384_H7168_E512_BM128,0.0%,3927.9585,mxfp4_moe_g2_a4w4_NE384_H7168_E512_TOPK6_BM128_NONATOMIC,0.0%,6626.768,0,0,0,163.33,664.58,
gfx950,256,16384,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,128,0,2942.2095,mxfp4_moe_g1_a4w4_NE384_H7168_E512_BM128,0.0%,4553.3408,mxfp4_moe_g2_a4w4_NE384_H7168_E512_TOPK6_BM128_NONATOMIC,0.0%,7495.5503,0,0,0,288.79,611.05,
gfx950,256,32768,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,128,0,3376.1354,mxfp4_moe_g1_a4w4_NE384_H7168_E512_BM128,0.0%,5971.1365,mxfp4_moe_g2_a4w4_NE384_H7168_E512_TOPK6_BM128_NONATOMIC,0.0%,9347.2719,0,0,0,463.16,527.69,
gfx950,256,1,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,16,0,471.1328,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM16_INLINEQUANT,0.0%,618.1837,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM16_ATOMIC_NT,0.0%,1089.3165,0,0,0,0.03,739.29,
gfx950,256,2,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,16,0,462.3706,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM16_INLINEQUANT,0.0%,597.0067,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM16_ATOMIC_NT,0.0%,1059.3773,0,0,0,0.07,760.19,
gfx950,256,4,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,16,0,466.0148,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM16_INLINEQUANT,0.0%,601.9204,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM16_ATOMIC_NT,0.0%,1067.9352,0,0,0,0.14,754.12,
gfx950,256,8,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,16,0,464.7685,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM16_INLINEQUANT,0.0%,597.3204,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM16_ATOMIC_NT,0.0%,1062.0889,0,0,0,0.28,758.32,
gfx950,256,16,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,16,0,465.1222,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM16_INLINEQUANT,0.0%,608.5562,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM16_ATOMIC_NT,0.0%,1073.6784,0,0,0,0.56,750.23,
gfx950,256,32,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,16,0,477.3139,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM16_INLINEQUANT,0.0%,630.3249,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM16_ATOMIC_NT,0.0%,1107.6388,0,0,0,1.09,727.4,
gfx950,256,64,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,16,0,487.0319,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM16_INLINEQUANT,0.0%,640.4407,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM16_ATOMIC_NT,0.0%,1127.4726,0,0,0,2.14,714.96,
gfx950,256,128,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,16,0,491.8361,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM16_INLINEQUANT,0.0%,657.0198,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM16_ATOMIC_NT,0.0%,1148.8559,0,0,0,4.21,702.33,
gfx950,256,256,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,32,0,527.0051,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM32_NT,0.0%,702.2878,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM32_ATOMIC_NT,0.0%,1229.2929,0,0,0,7.86,657.66,
gfx950,256,512,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,32,0,519.165,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM32_NT,0.0%,700.1299,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM32_ATOMIC_NT,0.0%,1219.2949,0,0,0,15.85,665.63,
gfx950,256,1024,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,32,0,533.7251,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM32_CACHED,0.0%,734.9828,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM32_ATOMIC,0.0%,1268.7079,0,0,0,30.47,644.66,
gfx950,256,2048,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,32,0,569.536,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM32_CACHED,0.0%,788.1012,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM32_ATOMIC,0.0%,1357.6372,0,0,0,56.94,611.7,
gfx950,256,4096,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,128,0,564.5569,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM128,0.0%,826.3669,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM128_NONATOMIC,0.0%,1390.9238,0,0,0,111.16,615.16,
gfx950,256,8192,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,128,0,623.5469,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM128,0.0%,1010.1538,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM128_NONATOMIC,0.0%,1633.7007,0,0,0,189.29,554.55,
gfx950,256,16384,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,128,0,737.1754,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM128,0.0%,1350.4957,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM128_NONATOMIC,0.0%,2087.6711,0,0,0,296.25,482.18,
gfx950,256,32768,4096,256,256,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,interleave,128,0,897.7115,mxfp4_moe_g1_a4w4_NE256_H4096_E256_BM128,0.0%,1958.7853,mxfp4_moe_g2_a4w4_NE256_H4096_E256_TOPK6_BM128_NONATOMIC,0.0%,2856.4968,0,0,0,433.03,422.88,
